w_d,fighter,kd,str,td,sub,weight_class,method,round,time,event,date,location,,,,,,
win,Tony Gravely  Geraldo de Freitas,0  0,49  76,7  1,0  0,Bantamweight,S-DEC,3,5:00,UFC Fight Night: Felder vs. Dos Anjos,11/14/20,"Las Vegas, Nevada, USA",,,,,,
win,Alex Morono  Rhys McKee,0  0,176  124,3  0,0  0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Felder vs. Dos Anjos,11/14/20,"Las Vegas, Nevada, USA",,,,,,
win,Don'Tale Mayes  Roque Martinez,0  0,59  58,1  1,0  0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Felder vs. Dos Anjos,11/14/20,"Las Vegas, Nevada, USA",,,,,,
win,Glover Teixeira  Thiago Santos,0  1,46  40,4  0,2  0,Light Heavyweight,SUB: Rear Naked Choke,3,1:49,UFC Fight Night: Santos vs. Teixeira,11/07/20,"Las Vegas, Nevada, USA",,,,,,
win,Andrei Arlovski  Tanner Boser,0  0,34  68,0  0,0  0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Santos vs. Teixeira,11/07/20,"Las Vegas, Nevada, USA",,,,,,
win,Raoni Barcelos  Khalid Taha,0  0,120  49,2  0,1  0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Santos vs. Teixeira,11/07/20,"Las Vegas, Nevada, USA",,,,,,
win,Giga Chikadze  Jamey Simmons,1  0,8  2,0  0,0  0,Featherweight,KO/TKO: Kick,1,3:51,UFC Fight Night: Santos vs. Teixeira,11/07/20,"Las Vegas, Nevada, USA",,,,,,
win,Yan Xiaonan  Claudia Gadelha,0  0,74  36,0  2,0  0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Santos vs. Teixeira,11/07/20,"Las Vegas, Nevada, USA",,,,,,
win,Trevin Giles  Bevon Lewis,2  0,38  26,1  0,0  0,Middleweight,KO/TKO: Punches,3,1:26,UFC Fight Night: Santos vs. Teixeira,11/07/20,"Las Vegas, Nevada, USA",,,,,,
win,Alexandr Romanov  Marcos Rogerio de Lima,0  0,6  18,2  0,1  0,Heavyweight,SUB: Forearm Choke,1,4:48,UFC Fight Night: Santos vs. Teixeira,11/07/20,"Las Vegas, Nevada, USA",,,,,,
win,Darren Elkins  Eduardo Garagorri,0  0,32  36,7  0,1  0,Featherweight,SUB: Rear Naked Choke,3,2:22,UFC Fight Night: Santos vs. Teixeira,11/07/20,"Las Vegas, Nevada, USA",,,,,,
win,Max Griffin  Ramiz Brahimaj,0  0,74  45,0  0,0  0,Welterweight,KO/TKO: Elbow,3,2:03,UFC Fight Night: Santos vs. Teixeira,11/07/20,"Las Vegas, Nevada, USA",,,,,,
win,Gustavo Lopez  Anthony Birchak,0  0,26  17,2  0,1  0,Bantamweight,SUB: Rear Naked Choke,1,2:43,UFC Fight Night: Santos vs. Teixeira,11/07/20,"Las Vegas, Nevada, USA",,,,,,
win,Uriah Hall  Anderson Silva,2  0,60  53,0  0,0  0,Middleweight,KO/TKO: Punches,4,1:24,UFC Fight Night: Hall vs. Silva,10/31/20,"Las Vegas, Nevada, USA",,,,,,
win,Bryce Mitchell  Andre Fili,0  0,46  27,7  0,1  0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Hall vs. Silva,10/31/20,"Las Vegas, Nevada, USA",,,,,,
win,Greg Hardy  Maurice Greene,1  0,46  17,1  0,0  0,Heavyweight,KO/TKO: Punches,2,1:12,UFC Fight Night: Hall vs. Silva,10/31/20,"Las Vegas, Nevada, USA",,,,,,
win,Kevin Holland  Charlie Ontiveros,0  0,11  2,2  0,0  0,Middleweight,SUB: Injury,1,2:39,UFC Fight Night: Hall vs. Silva,10/31/20,"Las Vegas, Nevada, USA",,,,,,
win,Thiago Moises  Bobby Green,0  0,42  85,2  2,1  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Hall vs. Silva,10/31/20,"Las Vegas, Nevada, USA",,,,,,
win,Alexander Hernandez  Chris Gruetzemacher,1  0,29  8,0  0,0  0,Lightweight,KO/TKO: Punches,1,1:46,UFC Fight Night: Hall vs. Silva,10/31/20,"Las Vegas, Nevada, USA",,,,,,
win,Adrian Yanez  Victor Rodriguez,1  0,17  6,0  0,0  0,Bantamweight,KO/TKO: Kick,1,2:46,UFC Fight Night: Hall vs. Silva,10/31/20,"Las Vegas, Nevada, USA",,,,,,
win,Sean Strickland  Jack Marshman,0  0,106  48,0  0,0  0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Hall vs. Silva,10/31/20,"Las Vegas, Nevada, USA",,,,,,
win,Jason Witt  Cole Williams,0  0,20  1,2  0,1  0,Welterweight,SUB: Arm Triangle,2,2:09,UFC Fight Night: Hall vs. Silva,10/31/20,"Las Vegas, Nevada, USA",,,,,,
win,Dustin Jacoby  Justin Ledet,2  0,22  10,0  0,0  0,Light Heavyweight,KO/TKO: Punch,1,2:38,UFC Fight Night: Hall vs. Silva,10/31/20,"Las Vegas, Nevada, USA",,,,,,
win,Miles Johns  Kevin Natividad,1  0,48  33,0  0,0  0,Bantamweight,KO/TKO: Punch,3,2:51,UFC Fight Night: Hall vs. Silva,10/31/20,"Las Vegas, Nevada, USA",,,,,,
win,Khabib Nurmagomedov  Justin Gaethje,0  0,26  29,2  0,1  0,Lightweight,SUB: Triangle Choke,2,1:34,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Robert Whittaker  Jared Cannonier,1  0,69  53,0  0,0  0,Middleweight,U-DEC,3,5:00,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Alexander Volkov  Walt Harris,0  0,45  16,0  0,0  0,Heavyweight,KO/TKO: Kick,2,1:15,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Phil Hawes  Jacob Malkoun,1  0,7  0,0  0,0  0,Middleweight,KO/TKO: Punches,1,0:18,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Lauren Murphy  Liliya Shakirova,0  0,22  23,1  0,1  0,Women's Flyweight,SUB: Rear Naked Choke,2,3:31,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Magomed Ankalaev  Ion Cutelaba,2  0,21  11,0  0,0  0,Light Heavyweight,KO/TKO: Punch,1,4:19,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Tai Tuivasa  Stefan Struve,1  0,27  13,0  0,0  0,Heavyweight,KO/TKO: Punches,1,4:59,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Casey Kenney  Nathaniel Wood,0  0,123  136,2  0,0  0,Catch Weight,U-DEC,3,5:00,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Shavkat Rakhmonov  Alex Oliveira,0  0,13  9,0  0,1  0,Welterweight,SUB: Guillotine Choke,1,4:40,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
draw,Da Woon Jung  Sam Alvey,1  0,56  59,0  0,0  0,Light Heavyweight,S-DEC,3,5:00,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Miranda Maverick  Liana Jojua,0  0,49  30,0  0,0  0,Women's Flyweight,KO/TKO,1,5:00,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Joel Alvarez  Alexander Yakovlev,0  0,4  1,0  1,2  0,Lightweight,SUB: Armbar,1,3:00,UFC 254: Khabib vs. Gaethje,10/24/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Brian Ortega  Chan Sung Jung,2  0,127  62,3  0,0  0,Featherweight,U-DEC,5,5:00,UFC Fight Night: Ortega vs. The Korean Zombie,10/17/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Jessica Andrade  Katlyn Chookagian,1  0,28  19,2  0,0  0,Women's Flyweight,KO/TKO: Punch,1,4:55,UFC Fight Night: Ortega vs. The Korean Zombie,10/17/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Jimmy Crute  Modestas Bukauskas,2  0,17  7,0  0,0  0,Light Heavyweight,KO/TKO: Punches,1,2:01,UFC Fight Night: Ortega vs. The Korean Zombie,10/17/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,James Krause  Claudio Silva,0  0,94  64,0  2,0  0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Ortega vs. The Korean Zombie,10/17/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Jonathan Martinez  Thomas Almeida,0  0,73  64,0  0,0  0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Ortega vs. The Korean Zombie,10/17/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Guram Kutateladze  Mateusz Gamrot,1  0,37  52,0  5,0  0,Lightweight,S-DEC,3,5:00,UFC Fight Night: Ortega vs. The Korean Zombie,10/17/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Gillian Robertson  Poliana Botelho,0  0,57  22,3  0,0  0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night: Ortega vs. The Korean Zombie,10/17/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,JunYong Park  John Phillips,0  0,10  5,4  0,0  0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Ortega vs. The Korean Zombie,10/17/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Fares Ziam  Jamie Mullarkey,0  0,47  20,1  5,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Ortega vs. The Korean Zombie,10/17/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Maxim Grishin  Gadzhimurad Antigulov,0  0,34  12,1  1,0  0,Light Heavyweight,KO/TKO: Punches,2,4:58,UFC Fight Night: Ortega vs. The Korean Zombie,10/17/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Said Nurmagomedov  Mark Striegl,0  0,18  3,0  0,0  0,Bantamweight,KO/TKO: Punches,1,0:51,UFC Fight Night: Ortega vs. The Korean Zombie,10/17/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Cory Sandhagen  Marlon Moraes,1  0,38  14,0  1,0  0,Bantamweight,KO/TKO: Kick,2,1:03,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Edson Barboza  Makwan Amirkhani,2  0,32  11,0  3,1  0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Marcin Tybura  Ben Rothwell,0  0,94  89,1  0,0  0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Dricus Du Plessis  Markus Perez,1  0,26  14,0  0,0  0,Middleweight,KO/TKO: Punch,1,3:22,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Tom Aspinall  Alan Baudot,0  0,16  3,1  0,0  0,Heavyweight,KO/TKO: Punches,1,1:35,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Ilia Topuria  Youssef Zalal,0  0,13  17,5  0,5  1,Featherweight,U-DEC,3,5:00,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Tom Breese  KB Bhullar,1  0,17  2,0  0,0  0,Middleweight,KO/TKO: Punch,1,1:42,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Chris Daukaus  Rodrigo Nascimento,2  0,13  1,0  0,0  0,Heavyweight,KO/TKO: Punches,1,0:45,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Joaquin Buckley  Impa Kasanganay,1  0,29  28,1  0,0  0,Middleweight,KO/TKO: Spinning Back Kick,2,2:03,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Tony Kelley  Ali AlQaisi,0  0,23  29,0  5,4  1,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Giga Chikadze  Omar Morales,1  0,65  34,0  0,0  0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Tracy Cortez  Stephanie Egger,0  0,20  10,3  1,0  0,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Tagir Ulanbekov  Bruno Silva,0  0,46  47,5  4,0  0,Flyweight,U-DEC,3,5:00,UFC Fight Night: Moraes vs. Sandhagen,10/10/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Holly Holm  Irene Aldana,0  0,154  69,5  0,0  0,Women's Bantamweight,U-DEC,5,5:00,UFC Fight Night: Holm vs. Aldana,10/03/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Carlos Felipe  Yorgan De Castro,0  0,78  48,0  0,0  0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Holm vs. Aldana,10/03/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Germaine de Randamie  Julianna Pena,0  0,37  27,0  3,2  0,Women's Bantamweight,SUB: Guillotine Choke,3,3:25,UFC Fight Night: Holm vs. Aldana,10/03/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Kyler Phillips  Cameron Else,0  0,32  11,2  0,0  0,Bantamweight,KO/TKO: Elbows,2,0:44,UFC Fight Night: Holm vs. Aldana,10/03/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Dusko Todorovic  Dequan Townsend,0  0,85  13,1  0,0  0,Middleweight,KO/TKO: Punches,2,3:15,UFC Fight Night: Holm vs. Aldana,10/03/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Carlos Condit  Court McGee,1  0,88  84,0  0,0  0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Holm vs. Aldana,10/03/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
draw,Charles Jourdain  Josh Culibao,0  1,44  46,0  0,3  0,Featherweight,S-DEC,3,5:00,UFC Fight Night: Holm vs. Aldana,10/03/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Nassourdine Imavov  Jordan Williams,0  0,68  30,1  0,4  0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Holm vs. Aldana,10/03/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Loma Lookboonmee  Jinh Yu Frey,0  0,80  26,0  1,0  0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Holm vs. Aldana,10/03/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Casey Kenney  Alatengheili,0  0,109  46,0  0,0  0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Holm vs. Aldana,10/03/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Luigi Vendramini  Jessin Ayari,1  0,13  2,0  0,0  0,Lightweight,KO/TKO: Kick,1,1:12,UFC Fight Night: Holm vs. Aldana,10/03/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Israel Adesanya  Paulo Costa,1  0,55  12,0  0,0  0,Middleweight,KO/TKO: Punch,2,3:59,UFC 253: Adesanya vs. Costa,09/26/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Jan Blachowicz  Dominick Reyes,1  0,41  21,0  0,0  0,Light Heavyweight,KO/TKO: Punch,2,4:36,UFC 253: Adesanya vs. Costa,09/26/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Brandon Royval  Kai Kara-France,2  1,39  22,0  0,1  0,Flyweight,SUB: Guillotine Choke,2,0:48,UFC 253: Adesanya vs. Costa,09/26/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Ketlen Vieira  Sijara Eubanks,0  0,68  69,2  0,0  0,Women's Bantamweight,U-DEC,3,5:00,UFC 253: Adesanya vs. Costa,09/26/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Hakeem Dawodu  Zubaira Tukhugov,0  0,69  35,0  1,0  0,Featherweight,S-DEC,3,5:00,UFC 253: Adesanya vs. Costa,09/26/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Brad Riddell  Alex Da Silva,0  0,67  54,1  3,0  1,Lightweight,U-DEC,3,5:00,UFC 253: Adesanya vs. Costa,09/26/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Jake Matthews  Diego Sanchez,1  0,72  25,1  0,0  0,Welterweight,U-DEC,3,5:00,UFC 253: Adesanya vs. Costa,09/26/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Ludovit Klein  Shane Young,1  0,9  4,0  0,0  0,Featherweight,KO/TKO: Kick,1,1:16,UFC 253: Adesanya vs. Costa,09/26/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,William Knight  Aleksa Camur,0  0,38  17,4  1,1  0,Light Heavyweight,U-DEC,3,5:00,UFC 253: Adesanya vs. Costa,09/26/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Juan Espino  Jeff Hughes,0  0,10  0,5  0,1  0,Heavyweight,SUB: Scarf Hold,1,3:48,UFC 253: Adesanya vs. Costa,09/26/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Danilo Marques  Khadis Ibragimov,0  0,16  19,4  0,0  1,Light Heavyweight,U-DEC,3,5:00,UFC 253: Adesanya vs. Costa,09/26/20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,,,,,
win,Colby Covington  Tyron Woodley,0  0,78  34,3  1,0  0,Welterweight,KO/TKO,5,1:19,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
nc nc,Donald Cerrone  Niko Price,0  0,113  150,0  0,0  0,Welterweight,Overturned,3,5:00,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Khamzat Chimaev  Gerald Meerschaert,1  0,4  0,0  0,0  0,Middleweight,KO/TKO: Punch,1,0:17,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Johnny Walker  Ryan Spann,0  2,26  7,0  2,0  0,Light Heavyweight,KO/TKO: Punches,1,2:43,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Mackenzie Dern  Randa Markos,0  0,9  3,0  0,5  0,Women's Strawweight,SUB: Armbar,1,3:44,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Kevin Holland  Darren Stewart,0  0,74  57,0  3,0  0,Middleweight,S-DEC,3,5:00,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,David Dvorak  Jordan Espinosa,0  0,68  50,0  0,0  0,Flyweight,U-DEC,3,5:00,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Damon Jackson  Mirsad Bektic,0  0,12  13,0  7,7  0,Featherweight,SUB: Guillotine Choke,3,1:21,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Mayra Bueno Silva  Mara Romero Borella,0  0,2  6,0  1,1  0,Women's Flyweight,SUB: Armbar,1,2:29,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Jessica-Rose Clark  Sarah Alpar,0  0,76  12,1  2,0  0,Women's Bantamweight,KO/TKO: Knee,3,4:21,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Darrick Minner  TJ Laramie,0  0,15  0,0  0,1  0,Featherweight,SUB: Guillotine Choke,1,0:52,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Randy Costa  Journey Newson,1  0,4  1,0  0,0  0,Bantamweight,KO/TKO: Kick,1,0:41,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Andre Ewell  Irwin Rivera,0  0,123  81,0  1,0  0,Bantamweight,S-DEC,3,5:00,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Tyson Nam  Jerome Rivera,1  0,36  30,0  0,0  0,Bantamweight,KO/TKO: Punches,2,0:34,UFC Fight Night: Covington vs. Woodley,09/19/20,"Las Vegas, Nevada, USA",,,,,,
win,Michelle Waterson-Gomez  Angela Hill,0  0,128  131,1  0,0  0,Women's Strawweight,S-DEC,5,5:00,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
win,Ottman Azaitar  Khama Worthy,0  0,16  1,0  0,0  0,Lightweight,KO/TKO: Punches,1,1:33,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
win,Roxanne Modafferi  Andrea Lee,0  0,60  97,4  3,0  0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
win,Ed Herman  Mike Rodriguez,0  2,40  89,2  0,1  0,Light Heavyweight,SUB: Kimura,3,2:41,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
win,Bobby Green  Alan Patrick,0  0,61  19,4  1,0  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
win,Billy Quarantillo  Kyle Nelson,1  0,79  56,2  0,0  0,Featherweight,KO/TKO: Punch,3,0:07,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
win,Sijara Eubanks  Julia Avila,0  0,53  34,3  1,3  0,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
nc nc,Roosevelt Roberts  Kevin Croom,0  1,2  5,0  0,0  1,Lightweight,Overturned: Guillotine Choke,1,0:31,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
win,Alexandr Romanov  Roque Martinez,0  0,55  7,4  0,2  0,Heavyweight,SUB: Arm Triangle,2,4:22,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
win,Jalin Turner  Brok Weaver,2  0,66  56,1  1,1  0,Catch Weight,SUB: Rear Naked Choke,2,4:20,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
win,Bryan Barberena  Anthony Ivy,0  0,63  36,0  5,2  0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
win,Sabina Mazo  Justine Kish,1  0,131  93,0  1,1  0,Women's Flyweight,SUB: Rear Naked Choke,3,3:57,UFC Fight Night: Waterson vs. Hill,09/12/20,"Las Vegas, Nevada, USA",,,,,,
win,Alistair Overeem  Augusto Sakai,0  0,92  99,3  0,0  0,Heavyweight,KO/TKO: Elbows,5,0:26,UFC Fight Night: Overeem vs. Sakai,09/05/20,"Las Vegas, Nevada, USA",,,,,,
win,Ovince Saint Preux  Alonzo Menifield,1  0,33  19,0  0,0  0,Light Heavyweight,KO/TKO: Punch,2,4:07,UFC Fight Night: Overeem vs. Sakai,09/05/20,"Las Vegas, Nevada, USA",,,,,,
win,Michel Pereira  Zelim Imadaev,0  0,88  23,1  0,1  0,Welterweight,SUB: Rear Naked Choke,3,4:39,UFC Fight Night: Overeem vs. Sakai,09/05/20,"Las Vegas, Nevada, USA",,,,,,
win,Andre Muniz  Bartosz Fabinski,0  0,4  5,0  1,2  0,Middleweight,SUB: Armbar,1,2:42,UFC Fight Night: Overeem vs. Sakai,09/05/20,"Las Vegas, Nevada, USA",,,,,,
win,Brian Kelleher  Ray Rodriguez,0  0,1  1,0  1,1  0,Featherweight,SUB: Guillotine Choke,1,0:39,UFC Fight Night: Overeem vs. Sakai,09/05/20,"Las Vegas, Nevada, USA",,,,,,
win,Viviane Araujo  Montana De La Rosa,0  0,82  85,0  1,0  0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night: Overeem vs. Sakai,09/05/20,"Las Vegas, Nevada, USA",,,,,,
win,Hunter Azure  Cole Smith,1  0,42  31,5  2,0  3,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Overeem vs. Sakai,09/05/20,"Las Vegas, Nevada, USA",,,,,,
win,Aleksandar Rakic  Anthony Smith,1  0,44  9,0  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night: Smith vs. Rakic,08/29/20,"Las Vegas, Nevada, USA",,,,,,
win,Neil Magny  Robbie Lawler,0  0,62  26,4  0,0  0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Smith vs. Rakic,08/29/20,"Las Vegas, Nevada, USA",,,,,,
win,Alexa Grasso  Ji Yeon Kim,0  0,88  68,1  0,0  0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night: Smith vs. Rakic,08/29/20,"Las Vegas, Nevada, USA",,,,,,
win,Ricardo Lamas  Bill Algeo,0  0,104  89,5  1,0  0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Smith vs. Rakic,08/29/20,"Las Vegas, Nevada, USA",,,,,,
win,Impa Kasanganay  Maki Pitolo,0  0,85  71,0  0,0  0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Smith vs. Rakic,08/29/20,"Las Vegas, Nevada, USA",,,,,,
win,Zak Cummings  Alessio Di Chirico,1  0,54  53,0  0,0  0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Smith vs. Rakic,08/29/20,"Las Vegas, Nevada, USA",,,,,,
win,Alex Caceres  Austin Springer,0  0,18  14,0  0,1  0,Featherweight,SUB: Rear Naked Choke,1,3:38,UFC Fight Night: Smith vs. Rakic,08/29/20,"Las Vegas, Nevada, USA",,,,,,
win,Sean Brady  Christian Aguilera,0  0,34  16,2  0,2  0,Welterweight,SUB: Guillotine Choke,2,1:47,UFC Fight Night: Smith vs. Rakic,08/29/20,"Las Vegas, Nevada, USA",,,,,,
win,Polyana Viana  Emily Whitmire,0  0,9  2,0  0,1  0,Women's Strawweight,SUB: Armbar,1,1:53,UFC Fight Night: Smith vs. Rakic,08/29/20,"Las Vegas, Nevada, USA",,,,,,
